ID,County,Jurisdiction,Precinct,Population,White,Black,Latino,Democrat,Republican,Libertarian,Green
P1256544003007,Oakland County,OAKLAND,PONTIAC CITY; Ward 3; Precinct 7,1813,728,722,563,297,71,7,3
P0670968000003,Ionia County,IONIA,BOSTON TOWNSHIP; 3,1913,1854,2,32,252,588,40,17
P1632100000027,Wayne County,WAYNE,DEARBORN CITY; 27,1889,1693,104,133,538,403,46,18
P0495598000002,Genesee County,GENESEE,MOUNT MORRIS TOWNSHIP; 2,1837,919,753,129,356,97,12,4
P1632102000020,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 20,1870,1391,361,114,345,213,16,10
P1632200006486,Wayne County,WAYNE,DETROIT CITY; 486,1842,725,654,781,123,6,0,1
P0655314000020,Ingham County,INGHAM,MERIDIAN TOWNSHIP; 20,1880,1661,47,34,696,532,33,10
P1634900000025A,Wayne County,WAYNE,LIVONIA CITY; 25|A,1863,1658,98,48,358,358,41,12
P0995048000023,Macomb County,MACOMB,MACOMB TOWNSHIP; 23,1924,1849,25,25,376,813,26,3
P1618510000002,Washtenaw County,WASHTENAW,WEBSTER TOWNSHIP; 2,1911,1863,3,17,573,639,48,11
P0530796000001,Gogebic County,GOGEBIC,BESSEMER CITY; 1,1905,1836,9,14,409,470,27,19
P0250592004014,Calhoun County,CALHOUN,BATTLE CREEK CITY; 14,1865,1454,229,87,431,392,29,13
P0770992000002,Kalamazoo County,KALAMAZOO,BRADY TOWNSHIP; 2,1916,1874,9,18,277,765,60,4
P1457952000005,Saginaw County,SAGINAW,THOMAS TOWNSHIP; 5,1836,1777,8,65,357,595,47,12
P0935164000003,Livingston County,LIVINGSTON,MARION TOWNSHIP; 3,1911,1861,4,22,378,778,53,4
P1257490000026,Oakland County,OAKLAND,SOUTHFIELD CITY; 26,1894,578,1233,23,1087,142,10,4
P1475160000001,St. Clair County,ST. CLAIR,MARINE CITY; 1,1910,1853,4,25,316,563,48,13
P0412636000004,Delta County,DELTA,ESCANABA CITY; 4,1893,1767,20,27,311,346,38,8
P1631312000004,Wayne County,WAYNE,CANTON TOWNSHIP; 4,1900,1639,87,69,501,541,49,13
P1632200006151,Wayne County,WAYNE,DETROIT CITY; 151,1835,398,1250,41,387,15,10,8
P1518876000001,Sanilac County,SANILAC,WORTH TOWNSHIP; 1,1923,1873,4,41,269,654,25,8
P0915054000002,Lenawee County,LENAWEE,MADISON TOWNSHIP; 2,1896,1837,3,62,282,651,49,9
P1255992000010,Oakland County,OAKLAND,OAK PARK CITY; 10,1900,67,1775,17,1139,45,7,8
P1215864000001,Muskegon County,MUSKEGON,NORTH MUSKEGON CITY; 1,1891,1753,60,54,455,499,49,14
P0655314000009,Ingham County,INGHAM,MERIDIAN TOWNSHIP; 9,1889,1599,98,63,813,304,37,19
P0995048000027,Macomb County,MACOMB,MACOMB TOWNSHIP; 27,1918,1783,35,52,286,626,17,6
P1257490000034,Oakland County,OAKLAND,SOUTHFIELD CITY; 34,1875,986,790,50,689,209,21,10
P1636918000002,Wayne County,WAYNE,ROCKWOOD CITY; 2,1921,1851,9,62,384,577,29,7
P1258424000010,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 10,1911,1743,72,96,508,703,55,10
P0991652000017,Macomb County,MACOMB,CLINTON TOWNSHIP; 17,1894,1614,102,43,359,516,17,20
P1396900000003,Ottawa County,OTTAWA,ROBINSON TOWNSHIP; 3,1906,1780,10,191,227,666,50,7
P1617116000001,Washtenaw County,WASHTENAW,SALINE TOWNSHIP; 1,1896,1780,39,48,488,651,41,11
P0173626000003,Bay County,BAY,HAMPTON TOWNSHIP; 3,1901,1794,31,76,457,530,35,6
P1632200006418,Wayne County,WAYNE,DETROIT CITY; 418,1919,9,1873,26,489,12,2,6
P0550888000001,Grand Traverse County,GD. TRAVERSE,BLAIR TOWNSHIP; 1,1870,1691,9,106,252,460,50,18
P0577730000001,Gratiot County,GRATIOT,SUMNER TOWNSHIP; 1,1930,1902,2,34,262,505,32,6
P1632102000007,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 7,1892,1761,66,70,364,319,18,11
P1636762500002,Wayne County,WAYNE,REDFORD TOWNSHIP; 2,1865,1121,600,62,660,229,40,10
P1612216000002,Washtenaw County,WASHTENAW,DEXTER CITY; 2,1913,1771,15,53,687,325,56,12
P1638600000019,Wayne County,WAYNE,WESTLAND CITY; 19,1914,1651,157,58,457,448,38,6
P0811224000008,Kent County,KENT,BYRON TOWNSHIP; 8,1911,1786,56,54,579,1015,68,14
P1634900000034C,Wayne County,WAYNE,LIVONIA CITY; 34|C,1924,1867,13,36,487,539,50,21
P0493330000013,Genesee County,GENESEE,GRAND BLANC TOWNSHIP; 13,1887,1599,186,44,496,479,43,7
P1632200001279,Wayne County,WAYNE,DETROIT CITY; 279,1912,93,1770,8,589,10,1,4
P0176598000002,Bay County,BAY,PORTSMOUTH TOWNSHIP; 2,1936,1880,9,68,467,582,46,9
P0813400002047,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 47,1914,1713,94,96,754,475,43,14
P0492902000012,Genesee County,GENESEE,FLINT TOWNSHIP; 12,1922,1837,36,69,414,405,36,9
P1332664000001,Osceola County,OSCEOLA,EVART CITY; 1,1903,1821,15,42,158,395,21,4
P0776556000005,Kalamazoo County,KALAMAZOO,PORTAGE CITY; 5,1911,1773,33,42,468,505,55,16
P1634900000023A,Wayne County,WAYNE,LIVONIA CITY; 23|A,1920,1744,72,48,550,579,47,4
P0250672000002,Calhoun County,CALHOUN,BEDFORD TOWNSHIP; 2,1895,1717,75,61,330,632,38,6
P1633554000002,Wayne County,WAYNE,GROSSE POINTE PARK CITY; 2,1906,1655,151,35,633,580,50,5
P0931064000003,Livingston County,LIVINGSTON,BRIGHTON TOWNSHIP; 3,1935,1887,2,14,453,769,50,11
P1638600000037,Wayne County,WAYNE,WESTLAND CITY; 37,1908,1749,62,61,393,504,37,9
P1257490000021,Oakland County,OAKLAND,SOUTHFIELD CITY; 21,1911,151,1700,22,1295,48,7,10
P0932122000001,Livingston County,LIVINGSTON,DEERFIELD TOWNSHIP; 1,1936,1888,3,32,327,702,50,13
P0657658000001,Ingham County,INGHAM,STOCKBRIDGE TOWNSHIP; 1,1908,1828,8,51,346,577,42,12
P0452454000003,Eaton County,EATON,EATON RAPIDS CITY; 3,1917,1833,13,81,398,472,59,12
P1632200003081,Wayne County,WAYNE,DETROIT CITY; 81,1941,147,1767,4,620,16,4,1
P1632200005158,Wayne County,WAYNE,DETROIT CITY; 158,1903,61,1771,25,604,18,9,9
P1637900000017,Wayne County,WAYNE,TAYLOR CITY; 17,1925,1833,20,85,332,526,29,12
P0250592003019,Calhoun County,CALHOUN,BATTLE CREEK CITY; 19,1847,1187,446,143,295,171,25,12
P1638600000027,Wayne County,WAYNE,WESTLAND CITY; 27,1958,1837,70,32,500,502,33,14
P1258424000009,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 9,1925,1822,31,100,376,616,44,9
P0217444000001,Berrien County,BERRIEN,SODUS TOWNSHIP; 1,1932,1612,175,157,322,660,53,7
P1253808000008,Oakland County,OAKLAND,HIGHLAND TOWNSHIP; 8,1932,1873,9,36,400,633,40,4
P0813400002043,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 43,1922,1671,98,69,563,504,64,25
P0995048000019,Macomb County,MACOMB,MACOMB TOWNSHIP; 19,1913,1494,232,176,398,322,23,14
P0293732000007,Charlevoix County,CHARLEVOIX,HAYES TOWNSHIP; 7,1919,1805,2,27,427,697,48,23
P0810116000003,Kent County,KENT,ALGOMA TOWNSHIP; 3,1941,1875,7,35,315,831,53,7
P1632200003071,Wayne County,WAYNE,DETROIT CITY; 71,1930,80,1810,5,473,9,4,1
P0372214000005,Clinton County,CLINTON,DE WITT TOWNSHIP; 5,1907,1740,45,139,458,560,61,7
P0990354000002,Macomb County,MACOMB,ARMADA TOWNSHIP; 2,1958,1928,5,20,286,834,29,12
P1632200004032,Wayne County,WAYNE,DETROIT CITY; 32,1903,337,1484,29,680,51,7,7
P0070174000006,Alpena County,ALPENA,ALPENA CITY; 6,1937,1884,2,16,375,549,43,22
P1631312000042,Wayne County,WAYNE,CANTON TOWNSHIP; 42,1912,1142,235,57,698,367,31,11
P0493330000003,Genesee County,GENESEE,GRAND BLANC TOWNSHIP; 3,1939,1827,56,47,407,511,31,12
P1115432000001,Midland County,MIDLAND,MILLS TOWNSHIP; 1,1939,1886,4,16,275,582,34,8
P1632102000014,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 14,1930,1789,49,92,315,292,11,16
P1433802000001,Roscommon County,ROSCOMMON,HIGGINS TOWNSHIP; 1,1932,1879,3,11,271,502,38,11
P0815958000001,Kent County,KENT,OAKFIELD TOWNSHIP; 1,1943,1882,5,50,356,657,48,16
P1451156000003,Saginaw County,SAGINAW,BUENA VISTA TOWNSHIP; 3,1914,200,1580,176,705,16,3,3
P1636942000004,Wayne County,WAYNE,ROMULUS CITY; 4,1894,1142,622,60,573,289,16,9
P0251182000001,Calhoun County,CALHOUN,BURLINGTON TOWNSHIP; 1,1941,1891,9,20,235,644,27,10
P1618910000003,Washtenaw County,WASHTENAW,YORK TOWNSHIP; 3,1942,1854,12,51,567,621,53,5
P0813400003068,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 68,1880,1115,640,38,899,199,39,10
P1450940000001,Saginaw County,SAGINAW,BLUMFIELD TOWNSHIP; 1,1960,1929,9,28,197,923,25,2
P0218512000001,Berrien County,BERRIEN,WEESAW TOWNSHIP; 1,1936,1845,11,58,266,632,43,4
P1252744000018,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 18,1916,1448,198,38,649,479,33,12
P1231996000001,Newaygo County,NEWAYGO,DAYTON TOWNSHIP; 1,1949,1892,19,42,297,765,45,6
P0652412000007,Ingham County,INGHAM,EAST LANSING CITY; 7,1927,1580,151,93,779,365,27,21
P1637900000025,Wayne County,WAYNE,TAYLOR CITY; 25,1922,1312,447,111,473,287,15,5
P1172652000001,Montcalm County,MONTCALM,EUREKA TOWNSHIP; 1,1952,1833,18,115,347,575,49,4
P0257298000001,Calhoun County,CALHOUN,SHERIDAN TOWNSHIP; 1,1936,1688,165,79,245,465,29,8
P0492778000002,Genesee County,GENESEE,FENTON TOWNSHIP; 2,1944,1872,9,18,452,739,41,7
P1610418000002,Washtenaw County,WASHTENAW,AUGUSTA TOWNSHIP; 2,1906,1616,186,44,443,492,27,9
P1253742000004,Oakland County,OAKLAND,HAZEL PARK CITY; 4,1920,1640,161,70,454,349,24,15
P1472976000003,St. Clair County,ST. CLAIR,FORT GRATIOT TOWNSHIP; 3,1930,1806,31,50,413,636,39,18
P1456834000002,Saginaw County,SAGINAW,RICHLAND TOWNSHIP; 2,1949,1895,3,53,296,777,43,5
P1632200003072,Wayne County,WAYNE,DETROIT CITY; 72,1916,97,1730,20,367,10,0,2
P1632836000004,Wayne County,WAYNE,FLAT ROCK CITY; 4,1910,1666,157,72,373,488,26,6
P0931064000001,Livingston County,LIVINGSTON,BRIGHTON TOWNSHIP; 1,1969,1918,8,33,415,906,64,14
P1256903503002,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 2,1899,1286,323,77,395,258,29,12
P0513562000001,Gladwin County,GLADWIN,GROUT TOWNSHIP; 1,1964,1932,2,32,209,578,19,3
P1451156000005,Saginaw County,SAGINAW,BUENA VISTA TOWNSHIP; 5,1929,502,1283,170,770,165,5,6
P1071716000001,Mecosta County,MECOSTA,COLFAX TOWNSHIP; 1,1933,1842,20,23,337,639,40,12
P1632200007335,Wayne County,WAYNE,DETROIT CITY; 335,1933,378,1481,61,486,11,3,2
P1256903502032,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 32,1949,1764,61,42,563,633,31,9
P0776556000009,Kalamazoo County,KALAMAZOO,PORTAGE CITY; 9,1902,1671,66,78,581,487,50,8
P1250766000005,Oakland County,OAKLAND,BERKLEY CITY; 5,1939,1799,71,28,689,398,57,21
P1633670000002,Wayne County,WAYNE,HARPER WOODS CITY; 2,1901,799,982,42,875,179,26,12
P1256110000008,Oakland County,OAKLAND,ORION TOWNSHIP; 8,1940,1763,60,67,442,652,53,6
P1633554000007,Wayne County,WAYNE,GROSSE POINTE PARK CITY; 7,1966,1878,46,35,598,458,59,12
P1115378005005,Midland County,MIDLAND,MIDLAND CITY; Ward 5; Precinct 5,1951,1859,25,32,423,438,57,12
P1255992000001,Oakland County,OAKLAND,OAK PARK CITY; 1,1906,605,1202,14,439,114,9,4
P0175498000003,Bay County,BAY,MONITOR TOWNSHIP; 3,1962,1905,4,26,380,727,48,12
P1032582000001,Marquette County,MARQUETTE,ELY TOWNSHIP; 1,1952,1895,2,12,415,521,45,12
P1257490000029,Oakland County,OAKLAND,SOUTHFIELD CITY; 29,1924,465,1385,23,1393,164,19,19
P1617113000001,Washtenaw County,WASHTENAW,SALEM TOWNSHIP; 1,1953,1865,19,52,427,877,55,2
P0652412000014,Ingham County,INGHAM,EAST LANSING CITY; 14,1918,1229,361,59,387,180,28,14
P0298770000015,Charlevoix County,CHARLEVOIX,WILSON TOWNSHIP; 15,1964,1890,4,19,330,639,49,11
P0995582000004,Macomb County,MACOMB,MOUNT CLEMENS CITY; 4,1888,1504,258,81,375,345,30,16
P1610300005005,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 5; Precinct 5,1912,1576,177,91,1385,151,34,26
P0813400002025,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 25,1874,1072,361,462,605,128,43,37
P0995048000005,Macomb County,MACOMB,MACOMB TOWNSHIP; 5,1950,1849,23,16,533,900,54,6
P1632200007356,Wayne County,WAYNE,DETROIT CITY; 356,1956,33,1886,19,520,4,0,5
P1333784000001,Osceola County,OSCEOLA,HERSEY TOWNSHIP; 1,1950,1880,10,37,227,627,37,9
P1632474000004,Wayne County,WAYNE,ECORSE CITY; 4,1846,1128,469,419,448,145,6,5
P1636506000004,Wayne County,WAYNE,PLYMOUTH CITY; 4,1953,1858,15,44,667,548,50,8
P0991652000046,Macomb County,MACOMB,CLINTON TOWNSHIP; 46,1952,1535,328,25,771,885,34,4
P0510668000001,Gladwin County,GLADWIN,BEAVERTON TOWNSHIP; 1,1964,1924,5,46,182,615,25,3
P1258548000020,Oakland County,OAKLAND,WEST BLOOMFIELD TOWNSHIP; 20,1906,1388,212,23,686,323,29,4
P1256110000010,Oakland County,OAKLAND,ORION TOWNSHIP; 10,1928,1816,26,55,482,671,51,12
P1351760000001,Oscoda County,OSCODA,COMINS TOWNSHIP; 1,1970,1938,3,12,174,704,24,5
P1632200001379,Wayne County,WAYNE,DETROIT CITY; 379,1952,5,1918,6,643,7,4,3
P0150556000002,Barry County,BARRY,BARRY TOWNSHIP; 2,1939,1871,9,32,336,544,47,15
P1636762500006,Wayne County,WAYNE,REDFORD TOWNSHIP; 6,1954,1647,253,58,553,363,35,15
P1114664000002,Midland County,MIDLAND,LEE TOWNSHIP; 2,1972,1934,5,22,242,544,37,10
P0774216000026,Kalamazoo County,KALAMAZOO,KALAMAZOO CITY; 26,1905,1626,150,39,841,343,46,13
P1478900000001,St. Clair County,ST. CLAIR,YALE CITY; 1,1955,1892,11,26,212,490,40,11
P0933506000001,Livingston County,LIVINGSTON,GREEN OAK TOWNSHIP; 1,1972,1924,8,37,502,803,72,15
P0492902000001,Genesee County,GENESEE,FLINT TOWNSHIP; 1,1913,1063,634,27,908,341,24,7
P0052268000001,Allegan County,ALLEGAN,DORR TOWNSHIP; 1,1971,1932,6,29,261,782,47,7
P1232170000001,Newaygo County,NEWAYGO,DENVER TOWNSHIP; 1,1928,1812,6,88,279,519,43,2
P1457910000001,Saginaw County,SAGINAW,TAYMOUTH TOWNSHIP; 1,1932,1796,22,98,341,533,53,5
P1257576000001,Oakland County,OAKLAND,SPRINGFIELD TOWNSHIP; 1,1966,1890,17,37,355,766,35,10
P1632102000006,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 6,1891,1685,107,88,514,412,29,13
P0810116000002,Kent County,KENT,ALGOMA TOWNSHIP; 2,1965,1907,5,40,318,789,41,8
P1634068006002,Wayne County,WAYNE,INKSTER CITY; Ward 6; Precinct 2,1901,547,1237,62,609,89,6,11
P1518876000002,Sanilac County,SANILAC,WORTH TOWNSHIP; 2,1971,1903,8,73,297,609,41,13
P1632200007342,Wayne County,WAYNE,DETROIT CITY; 342,1943,742,1090,110,532,61,10,5
P1233070000002,Newaygo County,NEWAYGO,FREMONT CITY; 2,1968,1869,2,86,323,633,53,16
P1257004000014,Oakland County,OAKLAND,ROYAL OAK CITY; 14,1969,1872,44,31,704,495,61,16
P0272288000002,Cass County,CASS,DOWAGIAC CITY; 2,1887,1546,124,133,332,349,39,4
P0818894001002,Kent County,KENT,WYOMING CITY; Ward 1; Precinct 2,1863,1168,228,452,334,241,18,13
P0811308000003,Kent County,KENT,CANNON TOWNSHIP; 3,1961,1880,21,38,479,752,60,6
P1590514000001,Van Buren County,VAN BUREN,BANGOR CITY; 1,1885,1375,223,271,337,231,37,11
P1215634000007,Muskegon County,MUSKEGON,MUSKEGON TOWNSHIP; 7,1914,1731,37,97,279,348,35,4
P1476584000002,St. Clair County,ST. CLAIR,PORT HURON TOWNSHIP; 2,1960,1868,31,35,266,517,16,8
P0230112000001,Branch County,BRANCH,ALGANSEE TOWNSHIP; 1,1974,1937,9,20,202,600,20,4
P1632102000002,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 2,1817,1666,46,59,528,286,19,27
P1115378002003,Midland County,MIDLAND,MIDLAND CITY; Ward 2; Precinct 3,1954,1818,53,48,335,391,55,12
P0495596000002,Genesee County,GENESEE,MOUNT MORRIS CITY; 2,1904,1511,270,77,389,264,27,13
P0774216000023,Kalamazoo County,KALAMAZOO,KALAMAZOO CITY; 23,1922,1442,285,173,486,184,34,18
P1632200003066,Wayne County,WAYNE,DETROIT CITY; 66,1966,57,1878,11,525,9,2,2
P1632200001315,Wayne County,WAYNE,DETROIT CITY; 315,1960,19,1900,10,631,10,3,2
P1115378003004,Midland County,MIDLAND,MIDLAND CITY; Ward 3; Precinct 4,1965,1754,23,50,463,648,51,8
P1250410500009,Oakland County,OAKLAND,AUBURN HILLS CITY; 9,1941,1254,270,79,432,306,35,6
P0813400003076,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 76,1868,456,1181,262,649,52,25,24
P1636508000004,Wayne County,WAYNE,PLYMOUTH TOWNSHIP; 4,1965,1851,40,45,593,613,58,15
P1394152000002,Ottawa County,OTTAWA,JAMESTOWN TOWNSHIP; 2,1999,1961,12,40,123,1123,45,6
P0251596000001,Calhoun County,CALHOUN,CLARENCE TOWNSHIP; 1,1985,1950,6,21,278,718,41,4
P0250672000003,Calhoun County,CALHOUN,BEDFORD TOWNSHIP; 3,1938,1701,133,42,341,462,27,14
P1636876000002,Wayne County,WAYNE,RIVER ROUGE CITY; 2,1881,1058,556,247,355,127,9,4
P1393864001003,Ottawa County,OTTAWA,HOLLAND CITY; Ward 1; Precinct 3,1923,1536,68,332,404,591,51,10
P0754142004002,Jackson County,JACKSON,JACKSON CITY; Ward 4; Precinct 2,1901,1494,241,128,319,298,37,7
P0493328000003,Genesee County,GENESEE,GRAND BLANC CITY; 3,1953,1638,180,50,560,549,29,11
P1255992000013,Oakland County,OAKLAND,OAK PARK CITY; 13,1958,338,1532,25,1051,62,18,19
P0495616000006,Genesee County,GENESEE,MUNDY TOWNSHIP; 6,1934,1690,108,43,474,505,23,7
P0754142006003,Jackson County,JACKSON,JACKSON CITY; Ward 6; Precinct 3,1958,1667,196,56,489,462,31,11
P0771472000001,Kalamazoo County,KALAMAZOO,CHARLESTON TOWNSHIP; 1,1975,1899,19,32,355,624,41,16
P0254706000001,Calhoun County,CALHOUN,LEROY TOWNSHIP; 1,1994,1941,10,42,304,795,31,8
P1634900000016A,Wayne County,WAYNE,LIVONIA CITY; 16|A,1988,1919,5,64,506,713,50,6
P0657658000002,Ingham County,INGHAM,STOCKBRIDGE TOWNSHIP; 2,1988,1933,17,51,271,520,44,8
P1258070000018,Oakland County,OAKLAND,TROY CITY; 18,1987,1741,29,25,529,618,34,10
P0611260000009,Houghton County,HOUGHTON,CALUMET TOWNSHIP; 9,1977,1910,14,24,308,512,36,11
P0493328000002,Genesee County,GENESEE,GRAND BLANC CITY; 2,1953,1636,221,58,480,369,24,15
P0511218000001,Gladwin County,GLADWIN,BUTMAN TOWNSHIP; 1,1999,1971,4,13,209,461,22,6
P1255992000002,Oakland County,OAKLAND,OAK PARK CITY; 2,1968,1702,189,39,620,410,32,11
P0492900002011,Genesee County,GENESEE,FLINT CITY; Ward 2; Precinct 11,1940,119,1739,20,592,18,8,0
P1637900000016,Wayne County,WAYNE,TAYLOR CITY; 16,1937,775,1022,102,526,177,16,8
P0452152000014,Eaton County,EATON,DELTA TOWNSHIP; 14,1935,1455,282,73,740,426,43,8
P1632200007336,Wayne County,WAYNE,DETROIT CITY; 336,1951,336,1511,107,486,23,2,5
P1618914003003,Washtenaw County,WASHTENAW,YPSILANTI CITY; Ward 3; Precinct 3,1934,1558,217,69,833,154,29,41
P1235708000001,Newaygo County,NEWAYGO,NEWAYGO CITY; 1,1976,1849,18,145,242,539,42,9
P0818192000002,Kent County,KENT,VERGENNES TOWNSHIP; 2,1994,1945,7,19,398,741,67,13
P0676586000001,Ionia County,IONIA,PORTLAND CITY; 1,1981,1901,26,59,370,436,52,8
P1251004000005,Oakland County,OAKLAND,BRANDON TOWNSHIP; 5,1951,1801,28,195,292,393,37,13
P0813400002040,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 40,1951,1531,282,112,953,181,58,39
P1575424000002,Tuscola County,TUSCOLA,MILLINGTON TOWNSHIP; 2,1994,1923,18,48,283,652,35,10
P1638838000004,Wayne County,WAYNE,WOODHAVEN CITY; 4,1965,1747,102,80,408,439,34,10
P0995048000007,Macomb County,MACOMB,MACOMB TOWNSHIP; 7,1984,1867,42,26,372,689,36,5
P0250592005003,Calhoun County,CALHOUN,BATTLE CREEK CITY; 3,1976,1764,53,52,457,682,41,9
P1638042000006,Wayne County,WAYNE,TRENTON CITY; 6,1998,1932,10,67,533,617,31,9
P0816466000010,Kent County,KENT,PLAINFIELD TOWNSHIP; 10,1998,1927,7,48,478,818,52,17
P1152632000002,Monroe County,MONROE,ERIE TOWNSHIP; 2,1971,1840,31,108,308,475,39,4
P0372212000001,Clinton County,CLINTON,DE WITT CITY; 1,1965,1865,30,72,536,477,47,15
P0393466000304,Crawford County,CRAWFORD,GRAYLING TOWNSHIP; 304,1996,1945,1,26,364,688,51,12
P1250911000030,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 30,1964,1605,83,36,681,522,37,2
P0813416000001,Kent County,KENT,GRANDVILLE CITY; 1,1983,1857,31,83,393,669,69,12
P0150386000001,Barry County,BARRY,ASSYRIA TOWNSHIP; 1,1986,1924,7,26,222,740,35,18
P0814954000001,Kent County,KENT,LOWELL CITY; 1,1976,1874,28,41,427,528,62,12
P1250911000010,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 10,1943,1562,163,19,733,478,29,14
P1436820000001,Roscommon County,ROSCOMMON,RICHFIELD TOWNSHIP; 1,1988,1928,3,20,349,588,36,8
P1095304000001,Menominee County,MENOMINEE,MENOMINEE TOWNSHIP; 1,2013,1990,2,6,396,661,30,3
P1632102000008,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 8,1984,1603,296,75,596,412,28,6
P1590314000004,Van Buren County,VAN BUREN,ANTWERP TOWNSHIP; 4,1967,1845,43,77,392,491,48,18
P0997282000018,Macomb County,MACOMB,SHELBY TOWNSHIP; 18,1978,1823,54,45,435,707,30,8
P1093676000001,Menominee County,MENOMINEE,HARRIS TOWNSHIP; 1,1968,1435,2,27,225,504,29,17
P1632200001276,Wayne County,WAYNE,DETROIT CITY; 276,1987,41,1906,20,633,9,5,3
P0495598000015,Genesee County,GENESEE,MOUNT MORRIS TOWNSHIP; 15,1971,1818,74,45,420,524,31,8
P0996840000002,Macomb County,MACOMB,RICHMOND TOWNSHIP; 2,1995,1918,25,27,235,758,32,8
P1632200002384,Wayne County,WAYNE,DETROIT CITY; 384,1967,16,1883,14,627,10,2,1
P1617756000001,Washtenaw County,WASHTENAW,SUPERIOR TOWNSHIP; 1,1969,1653,62,59,803,443,46,12
P0917914000001,Lenawee County,LENAWEE,TECUMSEH TOWNSHIP; 1,1972,1873,17,88,414,701,39,13
P1032972000003,Marquette County,MARQUETTE,FORSYTH TOWNSHIP; 3,1885,1629,45,86,231,335,43,18
P1474316000002,St. Clair County,ST. CLAIR,KIMBALL TOWNSHIP; 2,2003,1943,23,45,339,672,37,22
P0173626000005,Bay County,BAY,HAMPTON TOWNSHIP; 5,1970,1863,28,65,375,446,44,13
P1471618000003,St. Clair County,ST. CLAIR,CLAY TOWNSHIP; 3,2044,2012,2,11,185,544,11,4
P0397476000001,Crawford County,CRAWFORD,SOUTH BRANCH TOWNSHIP; 1,2007,1970,1,28,316,617,29,7
P0931064000007,Livingston County,LIVINGSTON,BRIGHTON TOWNSHIP; 7,1996,1953,10,41,451,939,53,5
P0457744000001,Eaton County,EATON,SUNFIELD TOWNSHIP; 1,1997,1941,8,60,324,649,64,7
P1637900000007,Wayne County,WAYNE,TAYLOR CITY; 7,1993,1844,52,105,358,456,31,12
P1636942000010,Wayne County,WAYNE,ROMULUS CITY; 10,1916,913,862,41,681,236,13,9
P1257490000017,Oakland County,OAKLAND,SOUTHFIELD CITY; 17,1998,394,1544,30,1032,147,15,4
P0998400002043,Macomb County,MACOMB,WARREN CITY; Ward 2; Precinct 43,1995,1734,140,26,588,608,21,10
P1632100000046,Wayne County,WAYNE,DEARBORN CITY; 46,1987,1824,64,85,541,404,49,12
P1258070000019,Oakland County,OAKLAND,TROY CITY; 19,2012,1721,58,24,531,595,46,6
P1214516000001,Muskegon County,MUSKEGON,LAKETON TOWNSHIP; 1,1990,1894,37,39,495,670,58,8
P0998154000003,Macomb County,MACOMB,UTICA CITY; 3,1980,1727,47,40,448,520,28,10
P1633552000003,Wayne County,WAYNE,GROSSE POINTE FARMS CITY; 3,2028,1952,27,52,438,889,33,5
P1471372000002,St. Clair County,ST. CLAIR,CASCO TOWNSHIP; 2,2011,1954,6,22,267,786,31,15
P0492900002014,Genesee County,GENESEE,FLINT CITY; Ward 2; Precinct 14,1973,95,1819,32,617,16,2,6
P0933634000001,Livingston County,LIVINGSTON,HANDY TOWNSHIP; 1,2011,1943,16,53,298,699,32,13
P1632200002225,Wayne County,WAYNE,DETROIT CITY; 225,2003,15,1948,9,642,8,2,4
P1253564000002,Oakland County,OAKLAND,GROVELAND TOWNSHIP; 2,1990,1877,30,53,267,666,29,16
P1632200007339,Wayne County,WAYNE,DETROIT CITY; 339,1998,341,1584,79,401,19,0,5
P0492942000002,Genesee County,GENESEE,FOREST TOWNSHIP; 2,2022,1978,12,31,426,616,43,9
P1637900000027,Wayne County,WAYNE,TAYLOR CITY; 27,1979,1362,340,137,430,337,17,6
P0078768000001,Alpena County,ALPENA,WILSON TOWNSHIP; 1,2029,2007,3,13,213,780,34,7
P1632200003092,Wayne County,WAYNE,DETROIT CITY; 92,1995,510,671,15,386,23,4,5
P1257004000004,Oakland County,OAKLAND,ROYAL OAK CITY; 4,1990,1872,35,52,717,401,62,7
P1256903503013,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 13,2196,1829,57,56,406,569,30,9
P0676020000001,Ionia County,IONIA,ODESSA TOWNSHIP; 1,1979,1805,3,207,312,494,58,10
